Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
iPhone SE '2020' 64gb 2nd gen RED unlocked, (Pasadena),$295,"QR Code Link to This Post   like new still in the original box , no damage  no scratch or nicks , 3gb ram , 64gb 2020 model , it has the same A13 Bionic chip as iPhone 11 , dual sim eSIM for 2 # my daughter upgraded to a iPhone 12 ,   awhile back .. so this just sat un-used for a long time ,  battery still at 100%  just like a new phone that was hardly used now it time to let it go , if you are serious , please leave a phone # that I can text  more pic's , thanks cash only obo ,  local pickup at a Starbuck",['mobile OS: apple iOS'],post id: 7412797182,posted: 2021-11-26 07:07,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/pasadena-iphone-se-gb-2nd-gen-red/7412797182.html
IPHONE 11 128GB RED UNLOCKED, (Santa monica),,"QR Code Link to This Post   Apple iPhone 11 128gb red unlocked EXCELLENT CONDITION.  LOCAL PICKUP ONLY, CASH ONLY PLEASE.  CASH ONLY. PICK-UP ONLY. NO SHIPPING. NO PAYPAL. NO SCAMMERS? IF THE ADD STILL UP THAT MEAN THE IPHONE STILL AVAILABLE. ONLY TEXT ME AT  show contact info","['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 11']",post id: 7412116011,posted: 2021-11-24 05:42,updated: 2021-11-26 07:02,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-gb-red-unlocked/7412116011.html
International White Sony Xperia 1 II,,$550,"QR Code Link to This Post   Selling a gently used in great condition Sony Xperia 1 2nd gen. It's an international dual SIM version. Incredible 4k 21:9 OLED screen, excellent camera and nearly stock Android.   Comes with box and Spigen case, no charger. For sale or trade.",['mobile OS: android'],post id: 7400155421,posted: 2021-10-27 18:39,updated: 2021-11-26 07:02,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/south-pasadena-international-white-sony/7400155421.html
IPHONE 11 128GB RED UNLOCKED, (Santa monica),,"QR Code Link to This Post   Apple iPhone 11 128gb red unlocked EXCELLENT CONDITION.  LOCAL PICKUP ONLY, CASH ONLY PLEASE.  CASH ONLY. PICK-UP ONLY. NO SHIPPING. NO PAYPAL. NO SCAMMERS? IF THE ADD STILL UP THAT MEAN THE IPHONE STILL AVAILABLE. ONLY TEXT ME AT  show contact info","['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 11']",post id: 7412049089,posted: 2021-11-23 20:07,updated: 2021-11-26 07:02,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-gb-red-unlocked/7412049089.html
Mpow Car Phone Holder, (Indio),$5,QR Code Link to This Post   Mpow car phone holder with suction cup. Adjustable in many directions.,['mobile OS: other'],post id: 7408460698,posted: 2021-11-15 14:36,updated: 2021-11-26 06:55,do NOT contact me with unsolicited services or offers,https://palmsprings.craigslist.org/mob/d/indio-mpow-car-phone-holder/7408460698.html
Mpow Car Phone Holder, (Indio),$5,QR Code Link to This Post   Mpow car phone holder with suction cup. Adjustable in many directions.,"['condition: good', 'mobile OS: other']",post id: 7407877609,posted: 2021-11-14 09:48,updated: 2021-11-26 06:54,do NOT contact me with unsolicited services or offers,https://palmsprings.craigslist.org/mob/d/indio-mpow-car-phone-holder/7407877609.html
iPad 1/2/3/4/5/6, (Highland),$49,QR Code Link to This Post   iPad holiday sales$49-$499  show contact info,['mobile OS: apple iOS'],post id: 7412790584,posted: 2021-11-26 06:51,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-ipad/7412790584.html
iPhone 6s 7 X holiday sales $159-$400, (Rialto),$299,QR Code Link to This Post   Unlocked  show contact info,['mobile OS: apple iOS'],post id: 7407425377,posted: 2021-11-13 08:22,updated: 2021-11-26 06:47,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-iphone-6s-x-holiday-sales/7407425377.html
iPhone 4(6) avail, (San Bernardino),$200,QR Code Link to This Post   $35 each  show contact info,['mobile OS: apple iOS'],post id: 7407549954,posted: 2021-11-13 12:01,updated: 2021-11-26 06:47,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/san-bernardino-iphone-46-avail/7407549954.html
iPhone 4/5 $35/59 each, (San Bernardino),$250,QR Code Link to This Post   (6) iPhone 4/5 mix $250  show contact info,['mobile OS: apple iOS'],post id: 7407551236,posted: 2021-11-13 12:03,updated: 2021-11-26 06:47,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/san-bernardino-iphone-each/7407551236.html
iPhone 4/5/6/7/8/X $35-$499, (Rialto),$399,QR Code Link to This Post   $35-$499 each  show contact info,['mobile OS: apple iOS'],post id: 7407662208,posted: 2021-11-13 16:20,updated: 2021-11-26 06:46,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/rialto-iphone/7407662208.html
5se 6s 7 8 8 plus X unlocked $145-$400, (Highland),$250,QR Code Link to This Post   Holiday specials  show contact info,['mobile OS: apple iOS'],post id: 7406884251,posted: 2021-11-12 05:33,updated: 2021-11-26 06:46,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-5se-6s-plus-unlocked/7406884251.html
iPhone X 64 unlocked any Carrier, (Rialto),$399,QR Code Link to This Post   Clean  show contact info,['mobile OS: apple iOS'],post id: 7406880507,posted: 2021-11-12 05:21,updated: 2021-11-26 06:46,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/rialto-iphone-64-unlocked-any-carrier/7406880507.html
Samsung J7 Refurbished Sealed Box..., (San Fernando valley),$71,QR Code Link to This Post   Samsung J7 sealed in box Refurbished Two batteries Two USB Cables with chargers One Hard Cover One set of Ears .......................................A PERECT PHONE STARTER................................ .....................................M I N T   CONDITION............................................... .......................will meet in San Fernando valley..............................................,"['condition: like new', 'make / manufacturer: samsung', 'mobile OS: android', 'model name / number: samsung J7', 'size / dimensions: 5.5"" screen']",post id: 7407802012,posted: 2021-11-14 06:58,updated: 2021-11-26 11:15,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/sylmar-samsung-j7-refurbished-sealed-box/7407802012.html
$ EARN CASH NOW $$ Cash#,,,"QR Code Link to This Post   I ordered a different Liberty piece on Amazon, but they mistakenly sent this. New in opened box, unassembled. The lowest price for this bench online is about $300, and it's over $500 on Amazon. Asking $200 obo. Product number is 879-C9000B if you'd like to look it up.  Manufacturer's Description: Sit in comfort and style with the Harvest Home backless bench. Crafted of rubberwood and white oak solids, this piece features a chalkboard finish with saw cut hewing, planked seat, nylon chair glides to protect your flooring, and is anchored by round turned legs. This bench is sure to be a great addition to any home. This piece effortlessly creates a casual look with a classic feel.  Features: • 52"" length X 16"" width X 18"" height • Part of Harvest Home Collection from Liberty • Crafted from white oak and rubberwood solids • Chalkboard finish • Turned legs Product link: https://smile.amazon.com/dp/B0815JLRDB/ref=cm_sw_r_apan_glt_fabc_H06Y8EGRV0NANBWQ5TQM  Delivery (within reasonable area) available after payment. Cash, PayPal, and Venmo accepted.",['mobile OS: apple iOS'],post id: 7412752802,posted: 2021-11-26 04:34,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-earn-cash-now-cash/7412752802.html
JAWBONE EARPIECE FOR HANDS FREE TALKING, (Yorba Linda),$18,QR Code Link to This Post   JAWBONE ERA SHADOWBOX  IN ORIGINAL PACKAGING,"['condition: like new', 'make / manufacturer: JAWBONE', 'mobile OS: android', 'model name / number: JAWBONE']",post id: 7411571583,posted: 2021-11-22 16:59,updated: 2021-11-26 06:25,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/yorba-linda-jawbone-earpiece-for-hands/7411571583.html
Apple iPhone XR Black 64 GB, (RSM),$300,QR Code Link to This Post   Apple iPhone XR Black 64 GB. Great shape.  Includes box.  No other accessories.,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7411072279,posted: 2021-11-21 14:32,updated: 2021-11-26 06:02,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/trabuco-canyon-apple-iphone-xr-black-64/7411072279.html
Samsung Galaxy A3 2017 Unlocked Android,,,"QR Code Link to This Post   Used Samsung Galaxy A3 2017, unlocked international version.  Used for a year or so. There's a very small crack on the side of the screen - you can barely notice it, but check the pictures.  One of the smaller android phones around, which is the reason I bought it.  Case included.  Full Specs here https://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php  Pickup near downtown New Canaan",['mobile OS: apple iOS'],post id: 7412751383,posted: 2021-11-26 04:25,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-samsung-galaxy-unlocked/7412751383.html
best price get for today!!@,,,"QR Code Link to This Post   Lot of 2- Scanners. Book and CD's included. One used and the other never used. Some cosmetic wear on the used one. Items are located in an office and must be picked up during business hours. CASH ONLY. No returns accepted.  Product Information  The Fujitsu fi-5750C, based on the popular M4097 and fi-4750 series, improves productivity in so many ways. Fast, 57-ppm/114-ipm color and monochrome scanning at 300 dpi (600 dpi optical resolution) lightens your workload all the way up to its daily duty cycle of up to 8,000 documents. Flatbed operation and a versatile, 200-page automatic document feeder (ADF) handle a wide variety of paper sizes, as well as irregular documents. And for maximum flexibility and comfort, the ADF slides and rotates to three different positions to accommodate left and right handed users.With 256 MB of memory and onboard JPEG compression the fi-5750C processes color images with ease and can accommodate documents up to 34 in length. High-speed UltraSCSI and USB 2.0 interfaces keep up with throughput demands, while the full versions of Adobe Acrobat Standard and ScandAll 21 add value and functionality.    Product Identifiers Brand Fujitsu MPN PA03338-B005, PA03338-B035 UPC 0097564307072 Model 5750C eBay Product ID (ePID) 66788268   Product Key Features Image Sensor CCD Input Type Color Type Flatbed Scanner Connectivity USB 1.0/1.1, Ultra SCSI, USB 2.0   Dimensions Weight 77.2lb. Width 27.2in. Height 13.5in. Depth 19.7in.   Additional Product Features Media Type Plain PAPER Family Line Fujitsu Fi Gray Levels 8-Bit (256 Gray Levels) Automatic Document Feeder 8000 Pages Form Factor Desktop Scanning Resolution 600x600DPI Supported Operating Systems Microsoft Windows XP, Microsoft Windows 2000, Microsoft Windows NT, Microsoft Windows 98 Media Load Type Automatic Document Feeder     do NOT contact me with unsolicited services or offers do NOT contact me with unsolicited services or offers",['mobile OS: apple iOS'],post id: 7412752190,posted: 2021-11-26 04:30,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-best-price-get-for-today/7412752190.html
Apollo Horizon Overhead Projector,,,QR Code Link to This Post   Numerous Lego Sets for sale prefer to sell all as group. Many of these sets are retired. Best offer  Star Wars Lego models for sale: > Slave 1/20 anniversary edition 1007 pieces retired ($250) > Sith infiltrator 662 pieces ($$75)) > Wookie gunship 570 pieces retired ($200) > First order transporter 792 pieces retired ;$200) > Imperial landing craft 636 pieces retired ($150) > Sand crawler 1239 pieces retired ($300) > AT-AP walker 689 pieces ($100) > Spy first order special forces TIE Fighter 517 pieces retired ($200) > Jaba’s sail barge 850 pieces retired ($400) > Poe Dameron XWing fighter 761 pieces ($50) > Millennium falcon 1254 pieces ($100) > T – 16 sky hopper 247 pieces retired ($100) > Flash speeder 312 pieces ($25) > Knights of Ren transport ship 595 pieces ($50) > TIE advance prototype 355 pieces retired ($75) > AT-AT 1267 Pieces ($100) > General Grievous’s starfighter 487 pieces ($50) > Imperial assault carrier 1216 pieces retired ($250) > Kylo Ren’s command shuttle 1005 pieces retired ($250) > Kylo Ren shuttle 1000 pieces ( black) ($100) > Razor Crest 1022 pieces ($100) > Darth Vader’s castle 1060 pieces ($100) > Imperial shuttle Tydirium 937 pieces retired ($200) > Resistance I- TS transport ($100) > First Order SF TIE Fighter 517 pieces ($75) > X wing Star Fighter 560 pieces ($75) > Knights of Ren Transport 595 pieces ($50) Sell as group or individually. Best offer Most of these sets are retired,['mobile OS: apple iOS'],post id: 7412753568,posted: 2021-11-26 04:38,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-apollo-horizon-overhead/7412753568.html
New In Box Or Used,,,"QR Code Link to This Post   Please indicate the item you're interested in when you reply. Queen size Ikea Platform bed with Storage Drawers - $100 OBO Bookcase Ikea $75 OBO Bookcase + Bed are matching, if you'd like to buy together: $150 OBO Ikea Trofost storage shelf with two bins $50 OBO Kombucha brewing kit with hydrometer and heating pad $80 OBO Original retail $999. Raymour and Flanigan Dining room table with 8 chairs. All the information is in the pictures. Table is in good shape. Gently used kallax 70$ obo Little Blue Sofa / Loveseat / Couch Length: 50"" Depth: 30"" Height: 29"" Condition: good, 1.5 years old, light and easy to move, comfortable, small stain on one arm This is a IKEA sofa Sleeper that has never been used . Bought 6 months ago . It is Hyllie dark gray Color . Payed $709 …. Got the receipt. Custom made speaker console adapter used to raise speakers up to correct ear height on desk. Wood was painted black and has some wear and tear to show the white layer underneath (see pictures) but could easily be repainted. 51” long x 12” deep x 17.75” high. Cubbies are 15.5” high and space btwn cubbies is about 27.25”. Cubbies nicely fit records. Not too heavy, pick up only. (Speaker in picture not included) Bought this chair but don’t have space in my apartment. It’s like new and barely used. Originally purchased for $200 but asking $50. Queen size nice. Head and foot board. BluDot Go Kart TV cart/stand from Target circa 2003 or so. has some paint etc on the top, could use to be refinished. Structurally good, rolls well. A cool piece of furniture that could be brought to life with a little effort. near I-94 in Glenview, not far from the Old Orchard mall in Skokie. Selling this gorgeous St. Johns Gables antique solid wood console table. Made in Cadillac, MI. Scrubbed pine top with warm white base, slightly distressed. Measures: 55 1/2"" L x 20"" D x 29"" T From pet-free/smoke-free home. Cash only.",['mobile OS: apple iOS'],post id: 7412753255,posted: 2021-11-26 04:37,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-new-in-box-or-used/7412753255.html
Original 1955 AC Hand Tachometer,,,"QR Code Link to This Post   Original 1955 AC Hand Tachometer mint in original container w/ attachments and instructions. See it at His and Hers Antiques at 10132 N. Crowley Rd. Crowley, Tx. 76036 Booth # 55.",['mobile OS: apple iOS'],post id: 7412751551,posted: 2021-11-26 04:26,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mob/d/bakersfield-original-1955-ac-hand/7412751551.html
iPhone Lightning cable, (San Bernardino),$5,QR Code Link to This Post   10ft Heavy braided charging cord For iPhones IPads,"['condition: new', 'mobile OS: apple iOS', 'size / dimensions: 3 and 6 foot']",post id: 7405728350,posted: 2021-11-09 11:50,updated: 2021-11-26 05:32,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-iphone-lightning-cable/7405728350.html
IPhone XS Max 256gb black unlocked”mint condition with box”," (Irvine, ca)",$495,QR Code Link to This Post   It’s in excellent mint condition with box and all accessories  Text me if your interested at  show contact info,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: IPhone XS Max', 'size / dimensions: 256gb unlocked']",post id: 7412759883,posted: 2021-11-26 05:11,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/irvine-iphone-xs-max-256gb-black/7412759883.html
iPhone XS max 256GB black T-Mobile New In Box, (Poway),$415,"QR Code Link to This Post   iphone xs max 256 gb black New In Box This is unlocked so it will work with T-Mobile, At&T, Verizone, etc... Please feel free to check it out.  Selling because I bought a newer phone.  No trading.  Thanks for reading.","['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone XS Max', 'size / dimensions: 6.5 inch']",post id: 7409870046,posted: 2021-11-18 17:34,updated: 2021-11-26 05:06,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/poway-iphone-xs-max-256gb-black-mobile/7409870046.html
Motorola e5 supra, (Santa ana),$80,"QR Code Link to This Post   Semi new always screen protected and always with a case, box and protectors included, cricket wireless, big 6inch screen call or text  show contact info  no lower","['condition: excellent', 'mobile OS: android']",post id: 7403279112,posted: 2021-11-03 22:49,updated: 2021-11-26 04:50,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/santa-ana-motorola-e5-supra/7403279112.html
cases for lg stylo 2, (Santa ana),$15,"QR Code Link to This Post   Brand new cases for lg stylo 2 2 gameboy  and one heavy duty with belt clip screen protector and stylus included, 15 for everything call or text  show contact info  no lower","['condition: new', 'mobile OS: android']",post id: 7405912814,posted: 2021-11-09 19:40,updated: 2021-11-26 04:49,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/cases-for-lg-stylo/7405912814.html
Popsockets case, (Santa ana),$20,"QR Code Link to This Post   Brand new otterbox popsocket case for iphone 7 or 8, paid 50 plus tax but returned the phone call or text  show contact info  no lower","['condition: new', 'mobile OS: other']",post id: 7411654703,posted: 2021-11-23 01:13,updated: 2021-11-26 04:49,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/santa-ana-popsockets-case/7411654703.html
Mint Iphone X White 256gb Unlocked, (Chula Vista),$360,"QR Code Link to This Post   - Used very carefully with screen protector(still on it) and case.   - Factory GSM unlocked phone with clean IMEI.  This phone is compatible with AT&T, T-Mobile, Cricket, Metro PCS etc.. Will NOT work on any CDMA Carriers (Verizon, Sprint, Boost Mobile etc.)    - Charger and usb cable (no box)   - Price is very firm. Pls don't bother me for the price.    - Cash and P/U only in Starbuck at my town Chula Vista area.   - Only serious buyer leave me phone #.   If you reading this posting that means still available.     Thank you.","['condition: like new', 'mobile OS: apple iOS']",post id: 7410868824,posted: 2021-11-21 06:47,updated: 2021-11-26 04:39,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mob/d/mint-iphone-white-256gb-unlocked/7410868824.html
Pink iPhone 13, (Lemoore),$700,QR Code Link to This Post   Like new with box  Only had for 3 weeks  Will trade for galaxy s21+,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 13']",post id: 7412753117,posted: 2021-11-26 04:36,,do NOT contact me with unsolicited services or offers,https://hanford.craigslist.org/mob/d/lemoore-pink-iphone-13/7412753117.html
Best Black-Friday Savings on iPhones|Galaxy|Surface Duo|LG| save 80%, (NO CREDIT NEEDED FINANCING-Quick & Easy Approval- LOW PAYMT),,"QR Code Link to This Post   $0 Down-Payment YOU TAKE IT HOME TODAY! (SCROLL DOWN for Price list) The Store MOST trusted for Over 21 Years. *** CALL: 909-933-3577 910 N. Mountain Ave. | Ontario, CA 91762. USA (at Bank of America Building) EASY FINANCING AVALIABLE NO CREDIT, OK!! BAD CREDIT, OK!! Se store for details or Apply online at: www.applyAnnex.con. Apple iPhones iPhone 5SE, UNLOCKED =$79* iPhone 6S, UNLOCKED =$99* iPhone 6S Plus, UNLOCKED = $149* iPhone 7 32GB, $299 UNLOCKED iPhone 7 Plus 32GB, $299 UNLOCKED iPhone 8 $289 iPhone 8 PLUS $399 iPhone X , $699 iPhone XS MAX, $699 iPhone 11, $799 iPhone 12 PRO MAX, $1099 iPhone 13 PRO MAX, CALL  MICROSOFT SURFACE DUO MICROSOFT SURFACE DUO 128GB LTE UNLOCKED 1YR. = $799 MICROSOFT SURFACE DUO COMMERCIAL LTE UNLOCKED 256GB GLACIER 1YR =$899 SAMSUNG SMART PHONES: GALAXY S4 16GB Verizon $49.00 GALAXY S5 16GB Verizon $99.00 GALAXY S6-b 32GB Verizon $189.00 GALAXY S6-c 32GB T-Mobile $199.00 GALAXY S6 EDGE + 32GB Gold $299.00 GALAXY S9 64GB $699.00 GALAXY NOTE 10 Plus 256GB $999.00 Google Pixiel XL Unlocked $699.00 SONY SMART PHONES XPERIA XA2 -32GB UNLOCKED $129 XPERIAXA1 Ultra G3223 -32DB UNLOCKED $249 HUAWEI SAMART PHONES Huawei P10 Plus -64GB UNLOCKED $299 Apple iPads: iPad - Wi-Fi =$99 iPad mini =$149 iPad Air = $199.99 iPad Air 2 = $349 iPad Pro-9.7'' Wi-Fi = $399 iPad Pro-12.9'' 256GB Wi-Fi + Cellular-Unlocked = $649 iPad Pro-10.9'' 256GBGB (NEW) Wi-Fi = $649 iPad Pro-11'' Bionic Chip = $849 iPad Pro-12.9'' (NEW) 256GB (Bionic Chip) Wi-Fi + Cellular-Unlocked = $1299 Apple Computer Products: MacBook Starting $195 MacBook Pro $295 Mac mini $299 MacBook Air 11 $299 MacBook Pro 15.4 $399 MacBook Pro w/ Retina $699 Mac Pro $499 iMac 20"" 299 iMac 21.5'' $399 iMac 27"" $699 iMac 21.5'' w/Retina $999. iMac 27"" w/Retina $1299 Apple Watch Series 4 GPS Sport Band - 40mm – Gold/Black/White-starting = $379 Apple Watch Series 4 GPS + Cellular with Black Sport Band - 44mm - Space Gray/ Gold/Black/White- starting = $529 Apple Watch Series 5 GPS with Black Sport Band - 44mm - Space Gray/ Gold/Black/White - starting = $599 Apple Watch Series 5 GPS + Cellular with Black Sport Band - 44mm – Space Gray/ Gold/Black/White – starting = $649 HDTV/4K-TV VIZIO D 39"" s LED TV $199 VIZIO - 40” LED UHD-TV - Smart TV - Smart Cast - $299 VIZIO 50” UHD-TV - Smart TV - Smart Cast $399 LG - 55"" UHD-TV - Smart TV - Smart Cast -$499 Samsung-55’’ - UHD-TV - Smart TV - Smart Cast $499 VIZIO -65"" 4K UHD LED TV - Smart TV - Smart Cast - $599 VIZIO -70"" 4K UHD LED TV - Smart TV - Smart Cast - $799 VIZIO -65"" 4K Quantum UHD LED TV - Smart TV - Smart Cast - $ 999 VIZIO -70"" 4K UHD LED TV - Smart TV - Smart Cast - $899 VIZIO -75"" 4K UHD LED TV - Smart TV - Smart Cast - $1099 HP All-in-One Computer Systems: HP PAVILION 27'' w/Touchscreen$799 HP ENVY CURVED 34''- =$1299.00 ***90 DAYS WARRANTY ON EVERY ITEMS*** ***1 YEAR WARRANTY ON NEW ITEMS*** We have Large Quantity for Distribution and Wholesale. ****Discounts available for Quantity Price Only** **. ""We Make Technology Easy & Affordable"" OMPUTER ANNEX USA 910 N. Mountain Ave. | Ontario, CA 91762. USA (at Bank of America Building) OR CALL 909-933-3577 ''THE CUSTOMER SERVICE EXPERTS'' **Over 20 YEARS IN BUSINESS. ** 250,000+ Customers like YOU! STORE HOURS: MONDAY-FRIDAY- 10.00AM TO 7.00PM SATURDAY; 10:00AM TO 5:00PM","['make / manufacturer: Apple/Samsung/LG/NOKIA', 'mobile OS: other', 'model name / number: iPhone13/12,| Note 20, S20', 'size / dimensions: BEST WARRANTY/QUALITY GUARANTEED']",post id: 7412752690,posted: 2021-11-26 04:33,updated: 2021-11-26 04:33,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mod/d/ontario-best-black-friday-savings-on/7412752690.html
Incipio Samsung Galaxy S7 Phone Case, (South Bay San Diego),$10,QR Code Link to This Post   For Sale BRAND New Incipio Samsung Galaxy S7 Phone Case. In the box never been use. for more info  show contact info  Jack,"['condition: new', 'make / manufacturer: Incipio', 'mobile OS: android', 'model name / number: S7 Phone Case']",post id: 7412741672,posted: 2021-11-26 02:49,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mob/d/san-diego-incipio-samsung-galaxy-s7/7412741672.html
Otterbox Commuter Series for Galaxy S10+,,$10,"QR Code Link to This Post   Otterbox Commuter Series for Galaxy S10+  Stay connected to your mobile life with pocket-friendly Commuter Series. Made to grab and go, Commuter Series is the Galaxy S10+ protective case designed to keep you one step ahead of your daily grind.  Case is exactly liked pictured. It worked great. Wonderful case.  Cash only. Pick up only.",['mobile OS: android'],post id: 7403558231,posted: 2021-11-04 13:18,updated: 2021-11-26 02:14,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-otterbox-commuter-series-for/7403558231.html
Thousands of  LIGHTNING CABLES, (Gardena),$1,QR Code Link to This Post   I don't even know how many of these Apple charge cables I have. You can see in the photo its a lot. Some body offer me fifty bucks and take them all.,['mobile OS: apple iOS'],post id: 7412738881,posted: 2021-11-26 02:03,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/gardena-thousands-of-lightning-cables/7412738881.html
"Seido platinum case, holster, glass zagg screen protector, and zagg squeegee pho", (Alhambra),$25,"QR Code Link to This Post   Up for sale is:  Seido platinum case.  The case has some scruffs from protecting my iPhone X. The kickstand is a rusty a bit, but it is fully functional.  The holster is brand new.  Brand new Zagg invisible glass shield for iPhone X  Including the Zagg squeegee kit with the purchase.","['condition: like new', 'make / manufacturer: Zagg', 'mobile OS: apple iOS']",post id: 7412737197,posted: 2021-11-26 01:35,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/alhambra-seido-platinum-case-holster/7412737197.html
LIKE NEW IPHONE 11 64 GIG FOR SALE," (Simi Valley, SFV, Woodland Hills)",$375,"QR Code Link to This Post   IPHONE 11 64 GIG FOR SALE.  INCLUDES BOX, CHARGER ECT. HAVE A $40 NEW BLACK OTTERBOX CASE FOR IT I CAN THROW IN FOR FREE. T-MOBILE OR SIMPLE MOBILE COMPATIBLE. ITS LESS THEN A MONTH OLD. EXCELLENT CONDITION. MAKE ME AN OFFER NEED TO SELL ASAP.","['condition: excellent', 'make / manufacturer: IPHONE 11', 'mobile OS: apple iOS', 'model name / number: 64 GIG']",post id: 7403146804,posted: 2021-11-03 14:40,updated: 2021-11-26 01:28,do NOT contact me with unsolicited services or offers,https://ventura.craigslist.org/mob/d/simi-valley-like-new-iphone-gig-for-sale/7403146804.html
Otterbox for iPhone Xs Max,,$10,QR Code Link to This Post   Good condition. I wanted something slimmer this time.   This thing is built like a tank and will protect your iPhone if you use are one who uses iphones in rough conditions.,"['condition: excellent', 'make / manufacturer: Otterbox', 'mobile OS: other']",post id: 7411017433,posted: 2021-11-21 12:22,updated: 2021-11-26 01:15,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/lakewood-otterbox-for-iphone-xs-max/7411017433.html
Lot of 7 iPhone 6s plus, (San Bernardino),$400,"QR Code Link to This Post   I'm selling as is they are locked two have Lil crack's rest in good condition, blacklist check is clean","['make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 6s plus']",post id: 7412735349,posted: 2021-11-26 01:05,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/patton-lot-of-iphone-6s-plus/7412735349.html
iPhone 13 Pro SIERRA BLUE Unlocked, (Rancho Mirage),"$1,350",QR Code Link to This Post   Brand New To Unlocked IPhone 13 Pro 128gb Sierra Blue. Clean Imei and ready for activation,"['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 13 Pro Sierra Blue 128gb', 'size / dimensions: 6.1”']",post id: 7412732669,posted: 2021-11-26 00:15,,do NOT contact me with unsolicited services or offers,https://palmsprings.craigslist.org/mob/d/palm-desert-iphone-13-pro-sierra-blue/7412732669.html
iPhone X 128gb - Black, (Fontana),$400,"QR Code Link to This Post   Used iPhone X 128gb, unlocked for Verizon Wireless. The phone works perfectly normal and attached are photos to show the condition of the phone.","['condition: like new', 'make / manufacturer: iphone', 'mobile OS: apple iOS', 'model name / number: 10']",post id: 7412733679,posted: 2021-11-26 00:34,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/bloomington-iphone-128gb-black/7412733679.html
